,Gender,Race,Sexual orientation,Age,Ave_salary
,Female ,White,Heterosexual,25-34,1424.41
,Female ,White,Heterosexual,25-34,835.10
,Female ,White,Heterosexual,25-34,751.64
,Female ,White,Heterosexual,25-34,1419.24
,Female ,White,Heterosexual,25-34,1308.63
,Female ,White,Heterosexual,25-34,1405.39
,Female ,White,Heterosexual,25-34,1165.01
,Female ,White,Heterosexual,25-34,723.19
,Female ,White,Heterosexual,25-34,1416.02
,Female ,White,Heterosexual,25-34,871.50
,Female ,White,Heterosexual,25-34,1139.11
,Female ,White,Heterosexual,25-34,1175.31
,Female ,White,Heterosexual,25-34,899.75
,Female ,White,Heterosexual,25-34,1092.02
,Female ,White,Heterosexual,25-34,1169.05
,Female ,White,Heterosexual,25-34,1032.61
,Female ,White,Heterosexual,25-34,663.65
,Female ,White,Heterosexual,25-34,1013.06
,Female ,White,Heterosexual,25-34,1270.10
,Female ,White,Heterosexual,25-34,764.86
,Female ,White,Heterosexual,25-34,901.09
,Female ,White,Heterosexual,25-34,829.71
,Female ,White,Heterosexual,25-34,1400.82
,Female ,White,Heterosexual,25-34,1106.57
,Female ,White,Heterosexual,25-34,1040.37
,Female ,White,Heterosexual,25-34,746.02
,Female ,White,Heterosexual,25-34,1073.31
,Female ,White,Heterosexual,25-34,769.92
,Female ,White,Heterosexual,25-34,946.46
,Female ,White,Heterosexual,25-34,779.54
,Female ,White,Heterosexual,25-34,1107.61
,Female ,White,Heterosexual,35-44,1082.65
,Female ,White,Heterosexual,35-44,886.43
,Female ,White,Heterosexual,35-44,1037.50
,Female ,White,Heterosexual,35-44,665.23
,Female ,White,Heterosexual,35-44,565.69
,Female ,White,Heterosexual,35-44,1048.35
,Female ,White,Heterosexual,35-44,980.17
,Female ,White,Heterosexual,35-44,1097.26
,Female ,White,Heterosexual,35-44,1534.29
,Female ,White,Heterosexual,35-44,1174.62
,Female ,White,Heterosexual,35-44,710.29
,Female ,White,Heterosexual,35-44,1217.75
,Female ,White,Heterosexual,35-44,609.52
,Female ,White,Heterosexual,35-44,823.10
,Female ,White,Heterosexual,35-44,921.44
,Female ,White,Heterosexual,35-44,1366.84
,Female ,White,Heterosexual,35-44,752.31
,Female ,White,Heterosexual,35-44,731.89
,Female ,White,Heterosexual,35-44,913.89
,Female ,White,Heterosexual,35-44,772.63
,Female ,White,Heterosexual,35-44,1220.16
,Female ,White,Heterosexual,35-44,668.52
,Female ,White,Heterosexual,35-44,651.63
,Female ,White,Heterosexual,35-44,829.04
,Female ,White,Heterosexual,35-44,813.99
,Female ,White,Heterosexual,35-44,1420.88
,Female ,White,Heterosexual,35-44,1175.86
,Female ,White,Heterosexual,35-44,960.39
,Female ,White,Heterosexual,35-44,632.14
,Female ,White,Heterosexual,35-44,1149.59
,Female ,White,Heterosexual,35-44,688.45
,Female ,White,Heterosexual,35-44,552.31
,Female ,White,Heterosexual,35-44,1235.51
,Female ,White,Heterosexual,35-44,1017.74
,Female ,White,Heterosexual,35-44,1168.71
,Female ,White,Heterosexual,35-44,1018.18
,Female ,White,Heterosexual,35-44,1152.71
,Female ,White,Heterosexual,35-44,775.74
,Female ,White,Heterosexual,35-44,679.94
,Female ,White,Heterosexual,35-44,1108.90
,Female ,White,Heterosexual,35-44,737.65
,Female ,White,Heterosexual,35-44,766.11
,Female ,White,Heterosexual,35-44,824.62
,Female ,White,Heterosexual,35-44,942.87
,Female ,White,Heterosexual,35-44,850.00
,Female ,White,Heterosexual,35-44,594.76
,Female ,White,Heterosexual,35-44,777.60
,Female ,White,Heterosexual,35-44,382.65
,Female ,White,Heterosexual,35-44,1094.81
,Female ,White,Heterosexual,35-44,537.99
,Female ,White,Heterosexual,35-44,662.40
,Female ,White,Heterosexual,35-44,951.54
,Female ,White,Heterosexual,35-44,753.61
,Female ,White,Heterosexual,35-44,1324.25
,Female ,White,Heterosexual,35-44,615.29
,Female ,White,Heterosexual,35-44,1005.26
,Female ,White,Heterosexual,35-44,928.68
,Female ,White,Heterosexual,35-44,646.48
,Female ,White,Heterosexual,35-44,1069.32
,Female ,White,Heterosexual,35-44,895.61
,Female ,White,Heterosexual,35-44,1131.45
,Female ,White,Heterosexual,35-44,1144.38
,Female ,White,Heterosexual,35-44,1479.31
,Female ,White,Heterosexual,35-44,1272.63
,Female ,White,Heterosexual,35-44,846.20
,Female ,White,Heterosexual,35-44,878.66
,Female ,White,Heterosexual,35-44,1213.41
,Female ,White,Heterosexual,35-44,1102.32
,Female ,White,Heterosexual,35-44,1098.53
,Female ,White,Heterosexual,35-44,534.26
,Female ,White,Heterosexual,35-44,932.42
,Female ,White,Heterosexual,35-44,753.99
,Female ,White,Heterosexual,35-44,1008.48
,Female ,White,Heterosexual,35-44,913.96
,Female ,White,Heterosexual,35-44,1166.04
,Female ,White,Heterosexual,35-44,1017.80
,Female ,White,Heterosexual,35-44,1135.08
,Female ,White,Heterosexual,35-44,821.90
,Female ,White,Heterosexual,35-44,702.39
,Female ,White,Heterosexual,35-44,835.99
,Female ,White,Heterosexual,35-44,934.24
,Female ,White,Heterosexual,35-44,1033.29
,Female ,White,Heterosexual,35-44,1503.33
,Female ,White,Heterosexual,45-54,927.94
,Female ,White,Heterosexual,45-54,699.51
,Female ,White,Heterosexual,45-54,852.00
,Female ,White,Heterosexual,45-54,822.60
,Female ,White,Heterosexual,45-54,1058.87
,Female ,White,Heterosexual,45-54,553.30
,Female ,White,Heterosexual,45-54,954.32
,Female ,White,Heterosexual,45-54,977.63
,Female ,White,Heterosexual,45-54,996.55
,Female ,White,Heterosexual,45-54,789.17
,Female ,White,Heterosexual,45-54,879.02
,Female ,White,Heterosexual,45-54,582.48
,Female ,White,Heterosexual,45-54,815.17
,Female ,White,Heterosexual,45-54,802.78
,Female ,White,Heterosexual,45-54,1042.51
,Female ,White,Heterosexual,45-54,649.45
,Female ,White,Heterosexual,45-54,1133.80
,Female ,White,Heterosexual,45-54,1312.12
,Female ,White,Heterosexual,45-54,421.00
,Female ,White,Heterosexual,45-54,1045.06
,Female ,White,Heterosexual,45-54,1107.73
,Female ,White,Heterosexual,45-54,779.14
,Female ,White,Heterosexual,45-54,839.18
,Female ,White,Heterosexual,45-54,905.28
,Female ,White,Heterosexual,45-54,864.05
,Female ,White,Heterosexual,45-54,861.25
,Female ,White,Heterosexual,45-54,519.50
,Female ,White,Heterosexual,45-54,1226.58
,Female ,White,Heterosexual,45-54,1208.40
,Female ,White,Heterosexual,45-54,735.16
,Female ,White,Heterosexual,45-54,571.89
,Female ,White,Heterosexual,45-54,1068.77
,Female ,White,Heterosexual,45-54,794.55
,Female ,White,Heterosexual,45-54,973.99
,Female ,White,Heterosexual,45-54,858.67
,Female ,White,Heterosexual,45-54,1111.38
,Female ,White,Heterosexual,45-54,1112.19
,Female ,White,Heterosexual,45-54,757.10
,Female ,White,Heterosexual,45-54,592.66
,Female ,White,Heterosexual,45-54,542.77
,Female ,White,Heterosexual,45-54,1091.09
,Female ,White,Heterosexual,45-54,641.29
,Female ,White,Heterosexual,45-54,811.80
,Female ,White,Heterosexual,45-54,789.42
,Female ,White,Heterosexual,45-54,925.36
,Female ,White,Heterosexual,45-54,454.43
,Female ,White,Heterosexual,45-54,985.69
,Female ,White,Heterosexual,45-54,1069.47
,Female ,White,Heterosexual,45-54,960.61
,Female ,White,Heterosexual,45-54,860.78
,Female ,White,Heterosexual,45-54,962.85
,Female ,White,Heterosexual,45-54,1038.26
,Female ,White,Heterosexual,45-54,245.35
,Female ,White,Heterosexual,45-54,1427.48
,Female ,White,Heterosexual,45-54,1036.02
,Female ,White,Heterosexual,45-54,775.40
,Female ,White,Heterosexual,45-54,840.76
,Female ,White,Heterosexual,45-54,1061.94
,Female ,White,Heterosexual,45-54,909.47
,Female ,White,Heterosexual,45-54,430.83
,Female ,White,Heterosexual,45-54,1454.62
,Female ,White,Heterosexual,45-54,910.86
,Female ,White,Heterosexual,45-54,1193.54
,Female ,White,Heterosexual,45-54,765.49
,Female ,White,Heterosexual,45-54,1322.59
,Female ,White,Heterosexual,45-54,1010.09
,Female ,White,Heterosexual,45-54,1090.71
,Female ,White,Heterosexual,45-54,677.19
,Female ,White,Heterosexual,45-54,1241.29
,Female ,White,Heterosexual,45-54,1110.95
,Female ,White,Heterosexual,45-54,1263.96
,Female ,White,Heterosexual,45-54,781.48
,Female ,White,Heterosexual,45-54,818.24
,Female ,White,Heterosexual,45-54,1514.48
,Female ,White,Heterosexual,45-54,673.50
,Female ,White,Heterosexual,45-54,904.51
,Female ,White,Heterosexual,45-54,1222.72
,Female ,White,Heterosexual,45-54,962.93
,Female ,White,Heterosexual,45-54,1084.24
,Female ,White,Heterosexual,45-54,838.64
,Female ,White,Heterosexual,45-54,1031.01
,Female ,White,Heterosexual,55-64,611.87
,Female ,White,Heterosexual,55-64,1353.03
,Female ,White,Heterosexual,55-64,908.96
,Female ,White,Heterosexual,55-64,768.46
,Female ,White,Heterosexual,55-64,1105.10
,Female ,White,Heterosexual,55-64,823.32
,Female ,White,Heterosexual,55-64,604.94
,Female ,White,Heterosexual,55-64,601.82
,Female ,White,Heterosexual,55-64,1111.94
,Female ,White,Heterosexual,55-64,898.61
,Female ,White,Heterosexual,55-64,905.07
,Female ,White,Heterosexual,55-64,1207.94
,Female ,White,Heterosexual,55-64,656.79
,Female ,White,Heterosexual,55-64,755.83
,Female ,White,Heterosexual,55-64,842.28
,Female ,White,Heterosexual,55-64,962.09
,Female ,White,Heterosexual,55-64,927.96
,Female ,White,Heterosexual,55-64,866.78
,Female ,White,Heterosexual,55-64,923.09
,Female ,White,Heterosexual,55-64,911.67
,Female ,White,Heterosexual,55-64,758.60
,Female ,White,Heterosexual,55-64,735.25
,Female ,White,Heterosexual,55-64,1007.13
,Female ,White,Heterosexual,55-64,715.77
,Female ,White,Heterosexual,55-64,649.16
,Female ,White,Heterosexual,55-64,860.43
,Female ,White,Heterosexual,55-64,899.08
,Female ,White,Heterosexual,55-64,1502.68
,Female ,White,Heterosexual,55-64,762.32
,Female ,White,Heterosexual,55-64,1174.32
,Female ,White,Heterosexual,55-64,1125.30
,Female ,White,Heterosexual,55-64,641.26
,Female ,White,Heterosexual,55-64,1131.81
,Female ,White,Heterosexual,55-64,642.53
,Female ,White,Heterosexual,55-64,273.71
,Female ,White,Heterosexual,55-64,1090.08
,Female ,White,Heterosexual,55-64,499.53
,Female ,White,Heterosexual,55-64,1051.23
,Female ,White,Heterosexual,55-64,767.50
,Female ,White,Heterosexual,55-64,1353.39
,Female ,White,Heterosexual,55-64,1205.63
,Female ,White,Heterosexual,55-64,825.15
,Female ,White,Heterosexual,55-64,766.54
,Female ,White,Heterosexual,55-64,634.98
,Female ,White,Heterosexual,55-64,828.27
,Female ,White,Heterosexual,55-64,868.41
,Female ,White,Heterosexual,55-64,847.33
,Female ,White,Heterosexual,55-64,977.68
,Female ,White,Heterosexual,55-64,1083.13
,Female ,White,Heterosexual,55-64,1025.91
,Female ,White,Heterosexual,55-64,747.46
,Female ,White,Heterosexual,55-64,579.05
,Female ,White,Heterosexual,55-64,1279.63
,Female ,White,Heterosexual,55-64,766.14
,Female ,White,Heterosexual,55-64,775.43
,Female ,White,Heterosexual,55-64,808.20
,Female ,White,Heterosexual,55-64,477.73
,Female ,White,Heterosexual,55-64,819.01
,Female ,White,Heterosexual,55-64,818.59
,Female ,White,Heterosexual,55-64,1093.59
,Female ,White,Heterosexual,55-64,1113.11
,Female ,White,Heterosexual,55-64,939.44
,Female ,White,Heterosexual,55-64,1171.46
,Female ,White,Heterosexual,55-64,1023.49
,Female ,White,Heterosexual,55-64,934.58
,Female ,White,Heterosexual,55-64,978.73
,Female ,White,Heterosexual,>64,890.84
,Female ,White,Heterosexual,>64,839.79
,Female ,White,Heterosexual,>64,871.57
,Female ,White,Heterosexual,>64,656.50
,Female ,White,Heterosexual,>64,1008.61
,Female ,White,Heterosexual,>64,690.22
,Female ,White,Heterosexual,>64,1148.91
,Female ,White,Heterosexual,>64,876.14
,Female ,White,Heterosexual,>64,950.87
,Female ,White,Heterosexual,>64,1061.96
,Female ,White,Heterosexual,>64,1099.33
,Female ,White,Heterosexual,>64,545.84
,Female ,White,Heterosexual,>64,886.77
,Female ,White,Heterosexual,>64,1158.54
,Female ,White,Heterosexual,>64,513.97
,Female ,White,Heterosexual,>64,1035.32
,Female ,White,Heterosexual,>64,374.61
,Female ,White,Heterosexual,>64,682.87
,Female ,White,Heterosexual,>64,948.16
,Female ,White,Heterosexual,>64,524.32
,Female ,White,Heterosexual,>64,692.12
,Female ,White,Heterosexual,>64,570.54
,Female ,White,Heterosexual,>64,1350.53
,Female ,White,Heterosexual,>64,979.56
,Female ,White,Homosexual,20-24,1665.17
,Female ,White,Homosexual,25-34,1324.20
,Female ,White,Homosexual,25-34,1468.84
,Female ,White,Homosexual,35-44,1784.38
,Female ,White,Homosexual,35-44,1691.05
,Female ,White,Homosexual,45-54,979.84
,Female ,White,Homosexual,55-64,1461.68
,Female ,White,Homosexual,>64,1186.32
,Female ,White,Bisexual ,25-34,750.8
,Female ,White,Bisexual ,35-44,788.32
,Female ,White,Bisexual ,45-54,750.8
,Female ,White,Bisexual ,55-64,713.26
,Female ,Black,Heterosexual,16-19,1261.51
,Female ,Black,Heterosexual,16-19,920.54
,Female ,Black,Heterosexual,20-24,1065.18
,Female ,Black,Heterosexual,20-24,1380.72
,Female ,Black,Heterosexual,20-24,1287.39
,Female ,Black,Heterosexual,20-24,576.18
,Female ,Black,Heterosexual,20-24,1058.02
,Female ,Black,Heterosexual,25-34,782.66
,Female ,Black,Heterosexual,25-34,794.70
,Female ,Black,Heterosexual,25-34,923.15
,Female ,Black,Heterosexual,25-34,856.51
,Female ,Black,Heterosexual,25-34,1184.07
,Female ,Black,Heterosexual,25-34,1010.76
,Female ,Black,Heterosexual,25-34,850.92
,Female ,Black,Heterosexual,25-34,931.47
,Female ,Black,Heterosexual,25-34,903.92
,Female ,Black,Heterosexual,25-34,1194.02
,Female ,Black,Heterosexual,25-34,769.21
,Female ,Black,Heterosexual,25-34,898.77
,Female ,Black,Heterosexual,35-44,606.98
,Female ,Black,Heterosexual,35-44,182.25
,Female ,Black,Heterosexual,35-44,983.90
,Female ,Black,Heterosexual,35-44,1036.61
,Female ,Black,Heterosexual,35-44,634.96
,Female ,Black,Heterosexual,35-44,1387.94
,Female ,Black,Heterosexual,35-44,456.91
,Female ,Black,Heterosexual,35-44,831.94
,Female ,Black,Heterosexual,35-44,773.70
,Female ,Black,Heterosexual,35-44,1203.69
,Female ,Black,Heterosexual,35-44,1187.84
,Female ,Black,Heterosexual,35-44,859.24
,Female ,Black,Heterosexual,45-54,915.04
,Female ,Black,Heterosexual,45-54,598.55
,Female ,Black,Heterosexual,45-54,325.30
,Female ,Black,Heterosexual,45-54,733.52
,Female ,Black,Heterosexual,45-54,859.59
,Female ,Black,Heterosexual,45-54,1128.07
,Female ,Black,Heterosexual,45-54,1121.09
,Female ,Black,Heterosexual,45-54,723.67
,Female ,Black,Heterosexual,45-54,744.92
,Female ,Black,Heterosexual,45-54,558.36
,Female ,Black,Heterosexual,45-54,465.50
,Female ,Black,Heterosexual,55-64,393.93
,Female ,Black,Heterosexual,55-64,1308.19
,Female ,Black,Heterosexual,55-64,693.09
,Female ,Black,Heterosexual,55-64,710.98
,Female ,Black,Heterosexual,55-64,507.30
,Female ,Black,Heterosexual,55-64,1014.87
,Female ,Black,Heterosexual,55-64,417.03
,Female ,Black,Heterosexual,55-64,767.31
,Female ,Black,Heterosexual,55-64,596.63
,Female ,Black,Heterosexual,55-64,917.23
,Female ,Black,Heterosexual,>64,692.80
,Female ,Black,Heterosexual,>64,525.34
,Female ,Black,Heterosexual,>64,813.45
,Female ,Black,Homosexual,20-24,656.4
,Female ,Black,Homosexual,25-34,689.22
,Female ,Black,Bisexual ,25-34,623.58
,Female ,Latino,Heterosexual,16-19,1239.61
,Female ,Latino,Heterosexual,16-19,898.64
,Female ,Latino,Heterosexual,20-24,1043.28
,Female ,Latino,Heterosexual,20-24,1358.82
,Female ,Latino,Heterosexual,20-24,1265.49
,Female ,Latino,Heterosexual,20-24,554.28
,Female ,Latino,Heterosexual,20-24,1036.12
,Female ,Latino,Heterosexual,25-34,760.76
,Female ,Latino,Heterosexual,25-34,772.80
,Female ,Latino,Heterosexual,25-34,901.25
,Female ,Latino,Heterosexual,25-34,834.61
,Female ,Latino,Heterosexual,25-34,1162.17
,Female ,Latino,Heterosexual,25-34,988.86
,Female ,Latino,Heterosexual,25-34,829.02
,Female ,Latino,Heterosexual,25-34,909.57
,Female ,Latino,Heterosexual,25-34,882.02
,Female ,Latino,Heterosexual,25-34,1172.12
,Female ,Latino,Heterosexual,25-34,747.31
,Female ,Latino,Heterosexual,25-34,876.87
,Female ,Latino,Heterosexual,35-44,585.08
,Female ,Latino,Heterosexual,35-44,160.35
,Female ,Latino,Heterosexual,35-44,962.00
,Female ,Latino,Heterosexual,35-44,1014.71
,Female ,Latino,Heterosexual,35-44,613.06
,Female ,Latino,Heterosexual,35-44,1366.04
,Female ,Latino,Heterosexual,35-44,435.01
,Female ,Latino,Heterosexual,35-44,810.04
,Female ,Latino,Heterosexual,35-44,751.80
,Female ,Latino,Heterosexual,35-44,1181.79
,Female ,Latino,Heterosexual,35-44,1165.94
,Female ,Latino,Heterosexual,45-54,837.34
,Female ,Latino,Heterosexual,45-54,893.14
,Female ,Latino,Heterosexual,45-54,576.65
,Female ,Latino,Heterosexual,45-54,303.40
,Female ,Latino,Heterosexual,45-54,711.62
,Female ,Latino,Heterosexual,45-54,837.69
,Female ,Latino,Heterosexual,45-54,1106.17
,Female ,Latino,Heterosexual,45-54,1099.19
,Female ,Latino,Heterosexual,45-54,701.77
,Female ,Latino,Heterosexual,45-54,723.02
,Female ,Latino,Heterosexual,45-54,536.46
,Female ,Latino,Heterosexual,55-64,443.60
,Female ,Latino,Heterosexual,55-64,372.03
,Female ,Latino,Heterosexual,55-64,1286.29
,Female ,Latino,Heterosexual,55-64,671.19
,Female ,Latino,Heterosexual,>64,689.08
,Female ,Latino,Heterosexual,>64,485.40
,Female ,Latino,Homosexual,25-34,606.95
,Female ,Latino,Homosexual,35-44,638.9
,Female ,Latino,Bisexual ,35-44,670.85
,Female ,Asian,Heterosexual,16-19,1601.87
,Female ,Asian,Heterosexual,20-24,1260.90
,Female ,Asian,Heterosexual,20-24,1405.54
,Female ,Asian,Heterosexual,20-24,1721.08
,Female ,Asian,Heterosexual,20-24,1627.75
,Female ,Asian,Heterosexual,25-34,916.54
,Female ,Asian,Heterosexual,25-34,1398.38
,Female ,Asian,Heterosexual,25-34,1123.02
,Female ,Asian,Heterosexual,25-34,1135.06
,Female ,Asian,Heterosexual,25-34,1263.51
,Female ,Asian,Heterosexual,25-34,1196.87
,Female ,Asian,Heterosexual,25-34,1524.43
,Female ,Asian,Heterosexual,25-34,1351.12
,Female ,Asian,Heterosexual,25-34,1191.28
,Female ,Asian,Heterosexual,35-44,1271.83
,Female ,Asian,Heterosexual,35-44,1244.28
,Female ,Asian,Heterosexual,35-44,1534.38
,Female ,Asian,Heterosexual,35-44,1109.57
,Female ,Asian,Heterosexual,35-44,1239.13
,Female ,Asian,Heterosexual,35-44,947.34
,Female ,Asian,Heterosexual,35-44,522.61
,Female ,Asian,Heterosexual,35-44,1324.26
,Female ,Asian,Heterosexual,35-44,1376.97
,Female ,Asian,Heterosexual,45-54,975.32
,Female ,Asian,Heterosexual,45-54,1728.30
,Female ,Asian,Heterosexual,45-54,797.27
,Female ,Asian,Heterosexual,45-54,1172.30
,Female ,Asian,Heterosexual,45-54,1114.06
,Female ,Asian,Heterosexual,45-54,1544.05
,Female ,Asian,Heterosexual,45-54,1528.20
,Female ,Asian,Heterosexual,45-54,1199.60
,Female ,Asian,Heterosexual,55-64,1255.40
,Female ,Asian,Heterosexual,55-64,938.91
,Female ,Asian,Heterosexual,55-64,665.66
,Female ,Asian,Heterosexual,55-64,1073.88
,Female ,Asian,Heterosexual,>64,1199.95
,Female ,Asian,Homosexual,25-34,882.27
,Female ,Asian,Homosexual,35-44,928.7
,Female ,Asian,Bisexual ,35-44,975.14
,Transgender,White,Homosexual,35-44,698.25
,Transgender,White,Heterosexual,45-54,771.75
,Transgender,Black,Heterosexual,25-34,589.00
,Transgender,Latino,Heterosexual,45-54,597.00
,Transgender,Asian,Heterosexual,25-34,850.00
